"","task","cond","sub","FFD_M","FFD_SD","freq_M","freq_SD","zipf_M","zipf_SD"
"57","reading",1,57,177,35.3789014338584,6790,5332.37107093038,4.3,0.58912364293641
"58","reading",1,58,211,64.8975841505015,28500,24269.2473292554,4.99,0.42352264233619
"59","reading",1,59,197,39.4307711601703,32600,23798.8033972899,5.11,0.32937169624258
"60","reading",1,60,202,89.8629909520997,26600,42569.3075952952,4.63,0.780538962146395
"61","reading",1,61,221,39.8981341808249,85900,157091.220703132,4.73,1.01065572773324
"62","reading",1,62,216,78.7231435686694,9780,18366.2840864138,4.23,0.613553273194447
"63","reading",1,63,206,83.8706487055258,15000,9930.72589419899,4.78,0.324466595242979
"64","reading",1,64,241,117.881296226331,42700,29648.4192141841,5.11,0.575131868936739
"65","reading",1,65,214,29.1301676388356,17900,13030.85577773,4.86,0.296647939483827
"66","reading",1,66,237,42.7528890697403,69400,55289.6242759112,5.34,0.487437419670708
"67","reading",1,67,260,127.396386470395,17100,10326.792044414,4.72,0.592716205278715
"68","reading",1,68,257,100.525950215189,130000,192918.911578328,4.99,1.05333122362658
"69","reading",1,69,246,90.2978207299126,210000,210923.541736777,5.31,1.27361058749189
"70","reading",1,70,217,38.9248359937824,13800,18443.3104442466,4.58,0.48678243893668
"71","reading",1,71,216,80.333234538568,32000,55156.9369002149,4.4,0.889735113069374
"72","reading",1,72,212,68.264396121095,117000,189745.227715423,5.11,0.933801965681756
"73","reading",1,73,206,85.799496335518,35500,55210.3603883753,4.6,0.85581101885872
"74","reading",1,74,184,63.1506136153878,18700,14504.5031701981,4.82,0.427183466774774
"75","reading",1,75,221,34.3593752368501,32500,45509.4102682804,4.63,0.835545729847665
"76","reading",1,76,154,46.2201254866319,28400,24043.456910353,4.98,0.502165311426427
"77","reading",1,77,182,37.2164838031035,90700,59627.2578923991,5.39,0.757011668778406
"78","reading",1,78,192,52.4000636131929,25800,55467.5685050883,4.47,0.671994543628642
"79","reading",1,79,226,77.644131208425,25700,19547.9857238824,4.81,0.736936225191841
"80","reading",1,80,245,55.3372775415839,4940,4772.05454405422,4.24,0.369517059339426
"81","reading",1,81,266,112.185114877153,151000,230605.324471054,4.82,1.19275591244255
"82","reading",1,82,243,89.1145931611973,6590,7480.11568736932,4.21,0.550292130210335
"83","reading",1,83,215,70.4280562780992,24100,26698.3654717121,4.62,0.891792825966011
"84","reading",1,84,201,59.2330445902333,15800,9740.17598751979,4.82,0.287945307306787
"85","reading",1,85,235,96.7210027912882,10400,7764.94084238343,4.39,0.887487089107967
"86","reading",1,86,208,36.4691650576209,59600,61274.3377809993,5.16,0.635632418484592
"87","reading",1,87,204,38.8317494056701,81100,67798.0325339621,5.19,1.01888594623175
"88","reading",1,88,219,77.8706574115969,13300,19215.0070550338,4.45,0.635250231910904
"89","reading",1,89,194,48.376417579,44300,48653.4610830629,5.03,0.600978368995091
"90","reading",1,90,204,60.4010406722079,26900,15057.1335721881,5.04,0.328067937215101
"91","reading",1,91,268,103.554172618329,8330,10128.6302611294,3.93,1.13874785034557
"92","reading",1,92,218,72.4804160741763,131000,155503.132762196,5.45,0.646457378995045
"93","reading",1,93,253,43.6000764525324,89300,123236.622650358,5.04,0.883079837840271
"94","reading",1,94,270,151.961872567713,99500,170261.330114076,4.88,0.936665819352269
"95","reading",1,95,253,104.340559615867,17500,12626.0112315429,4.8,0.405245369527906
"96","reading",1,96,218,66.032567722299,84600,90853.5323769344,4.63,1.53846243589717
"97","reading",1,97,207,55.7530268236622,14500,12422.5331461287,4.65,0.501547604919015
"98","reading",1,98,236,113.97017153624,163000,223345.407161792,5.42,0.724504428327851
"99","reading",1,99,265,128.936030650862,12800,8778.85262190583,4.56,0.659067252150448
"100","reading",1,100,321,171.115945097664,115000,156200.034042623,4.91,1.27366596876889
"101","reading",1,101,198,62.1765918286663,74200,84542.3523151689,4.98,1.01017325246712
"102","reading",1,102,298,141.459063571998,196000,288020.540027038,4.97,1.45598992670508
"103","reading",1,103,265,117.811997125364,8650,20310.9722880446,3.82,0.782313419106617
"104","reading",1,104,227,57.1162661344635,59200,88295.0172343305,4.99,0.686043261859525
"105","reading",1,105,222,53.0688232392617,74600,57538.922997973,5.43,0.42472343942853
"106","reading",1,106,226,18.28387267512,4680,2807.42136132074,4.31,0.258592343274119
"107","reading",1,107,188,46.048887065813,34500,51861.7613379205,5.02,0.373838677965319
"108","reading",1,108,186,28.860295678781,26900,33002.2864914943,4.66,0.907721506483863
"109","reading",1,109,229,64.1830714960469,57300,134766.480322693,4.32,0.9730450486317
"110","reading",1,110,221,69.7516000840534,7860,8982.20957279019,4.24,0.699183196921338
"111","reading",1,111,264,62.741343550136,140000,205292.808000229,5.33,0.738576494410185
"112","reading",1,112,209,60.7751515639332,50900,124116.941516766,4.55,0.758472776295202
"113","reading",1,113,238,96.2227079426136,14400,15740.7896228995,4.56,0.599150191839202
"114","reading",1,114,241,66.4753086992958,45500,64031.4305272549,4.68,0.963363898015698
"115","reading",1,115,203,62.5619692784682,40000,35051.0130581129,4.91,0.820771994324043
"116","reading",1,116,285,114.943464364008,15600,7881.47917286983,4.83,0.272807275423163
"117","reading",1,117,212,83.7492004226224,162000,148607.005704824,5.58,0.693653629085048
"118","reading",1,118,233,51.9807656734681,81900,50964.1985776944,5.52,0.313687742827162
"119","reading",1,119,226,77.7901021981589,79400,142312.779426867,4.62,1.32160130145214
"120","reading",1,120,227,104.521768067709,14900,5786.68412823786,4.84,0.186485030677174
"121","reading",1,121,212,57.0605359412682,6870,6200.22066043582,4.23,0.666469018320396
"122","reading",1,122,204,31.7090943842089,54300,77118.7919470129,4.72,0.96552058496958
"123","reading",1,123,208,47.1895872291456,4170,4011.13161580192,4.05,0.581019731654123
"124","reading",1,124,213,53.0148227250778,95700,161713.216043976,4.39,1.2555192437508
"125","reading",1,125,217,43.202733599579,29900,7491.94011365992,5.16,0.101559271926721
"126","reading",1,126,234,80.5928036489611,6060,4809.37862930337,4.34,0.425711169691377
"127","reading",1,127,196,43.2539566040468,29400,18082.4002159953,4.88,0.788790514769591
"128","reading",1,128,176,22.2141096302928,59200,23454.024786093,5.43,0.203707306365448
"129","reading",1,129,187,28.5457027038597,34900,28047.9050503649,4.78,0.995457540172214
"130","reading",1,130,175,30.3606104462125,15400,9088.82197903923,4.82,0.246738728212658
"131","reading",1,131,193,43.0038757943204,1700,733.234841870825,3.89,0.225166604983954
"132","reading",1,132,223,51.6630567095234,27200,60179.3656307067,4.5,0.696653992821606
"133","reading",1,133,191,46.2199709463963,893000,1514631.85594503,5.21,1.37395674708382
"134","reading",1,134,293,62.5635676732074,5830,1285.01486372726,4.45,0.098336158151516
"135","reading",1,135,223,37.9087249663112,15100,12267.782777899,4.62,0.59572285022963
"136","reading",1,136,215,68.0755882404678,498000,749085.309845662,5.44,1.31480941946877
"137","reading",1,137,208,25.8920837322916,4230,4483.25598941959,4.02,0.632476613533391
"138","reading",1,138,227,55.6143181289889,1330000,1661303.77352706,5.31,1.803706501307
"139","reading",1,139,194,50.6236110920586,22500,29007.0027225228,4.78,0.47927027865287
"140","reading",1,140,198,51.1747705696581,7390,4955.42017643307,4.43,0.41267204204515
"141","reading",1,141,195,31.5150757574847,3060,2397.11207497689,3.98,0.545921239740679
"142","reading",1,142,223,54.0431926024607,7210,9999.63776010578,4.05,0.81079032578155
"143","reading",1,143,269,112.063757362877,26400,24707.6388351765,4.54,1.01831092641547
"144","reading",1,144,199,17.9961415617657,17500,13334.8867824215,4.82,0.350499643366438
"145","reading",1,145,203,64.2196750744401,16600,11872.0761860201,4.79,0.390725820322469
"146","reading",1,146,213,32.6441856559917,92400,148135.512733636,5.14,0.672861692432299
"147","reading",1,147,225,61.8499047233358,10300,4579.26970940002,4.66,0.224308461084922
"148","reading",1,148,205,34.1291664123225,21500,6965.81563542035,5,0.170928835094219
"149","reading",1,149,222,51.2367055927682,12800,22104.7434947042,4.21,0.821875903041329
"150","reading",1,150,195,33.8846081085006,6330,4691.82155102543,4.28,0.631772638428309
"151","reading",1,151,228,67.4499814677513,786000,857296.708926534,5.26,1.88042991538283
"152","reading",1,152,242,43.2258740857393,22800,26600.6902568873,4.12,1.44510009539626
"153","reading",1,153,194,65.6825276953045,6630,1656.11788361953,4.51,0.127093578821976
"154","reading",1,154,207,80.0007812461853,7040,8203.82779560858,4.27,0.537394507920259
"155","reading",1,155,250,94.8309272437255,56100,122246.008908851,4.73,0.782873218465465
"156","reading",1,156,268,55.9583178207971,1360,629.86820238916,3.79,0.205461153784081
"157","reading",1,157,235,37.6202832829009,4180,5009.28890020473,3.74,0.965431065823522
"158","reading",1,158,234,65.0406466318233,21900,28612.5505004859,4.45,0.875630385167493
"159","reading",1,159,245,73.6496209539918,1860,1665.81159398855,3.78,0.471836836205059
"160","reading",1,160,247,122.555721049263,16700,4140.45385711001,4.91,0.10690449676497
"161","reading",1,161,248,74.0461969699612,71600,60698.3807784442,5.1,0.904319001869836
"162","reading",1,162,240,39.3738491895319,23100,11609.9702755864,5,0.264858452762981
"163","reading",1,163,221,65.7071424689019,2900,2718.51780781892,3.68,0.963368346702636
"164","reading",1,164,364,74.7729897757205,72500,145383.077731557,4.74,0.942247313607208
"165","reading",1,165,303,95.1304868263036,8130,5600.42199940581,4.47,0.417640766118215
"166","reading",1,166,253,76.2614550333884,2230,2738.34053849442,3.83,0.45091969509944
"167","reading",1,167,195,33.7959563656167,55900,64641.2787633929,5.15,0.572840873774442
"168","reading",1,168,240,64.2854497349054,141000,134128.386417463,5.56,0.706574567223884
"169","reading",1,169,220,74.7656338166139,23500,28642.6036013954,4.58,0.803044207998538
"170","reading",1,170,245,125.606338936187,4920,2615.92722339427,4.28,0.371925491770289
"171","reading",1,171,286,100.397424554332,7680,5792.07037835843,4.36,0.553196877896365
"172","reading",1,172,268,47.9864564226199,87900,74182.3227137032,5.13,1.11466586921822
"173","reading",1,173,341,46.6082968293558,1800,2825.55221741403,3.42,0.84870489570875
"174","reading",1,174,252,59.7757714893154,7240,8016.76337321633,4.37,0.395356981545973
"175","reading",1,175,224,42.3769928594458,14300,10951.5448660169,4.68,0.461988455844227
"176","reading",1,176,304,90.4544084055609,8230,8099.80900186336,4.42,0.448259597406086
"177","reading",1,177,272,107.305971076038,2360,2138.56004625275,3.92,0.378191183700217
"178","reading",1,178,225,73.160619123106,123000,148517.032414275,5.42,0.628641770955825
"179","reading",1,179,230,57.5309440545653,35100,29812.8531221974,4.98,0.586989900132143
"180","reading",1,180,238,61.6815940748863,7100,3087.50361480413,4.51,0.204112480661778
"181","reading",2,1,259,101.812081797791,171000,197065.557187196,5.33,1.02599707601923
"182","reading",2,2,283,118.666399143626,157000,196619.106060378,5.52,0.636547607915431
"183","reading",2,3,234,72.5573336518554,79400,176741.037319577,4.39,1.34112887772453
"184","reading",2,4,208,82.2950556866948,102000,92703.6209340591,4.94,1.34660596279967
"185","reading",2,5,298,241.981072164156,19500,22166.8148688207,4.56,0.768560807149125
"186","reading",2,6,240,63.2905996179527,19000,21030.312270625,4.83,0.347562943939655
"187","reading",2,7,191,92.8340813853763,44700,63380.6369971671,4.71,0.885859281526511
"188","reading",2,8,221,49.7689901540345,194000,229865.130841047,5.28,1.04005952210622
"189","reading",2,9,185,53.9749942102822,11500,5407.66092687032,4.68,0.335067157447578
"190","reading",2,10,195,126.638724988317,61800,71880.5644208966,5.13,0.666375769867623
"191","reading",2,11,221,33.7959563656167,3070,1877.51516638348,4.12,0.243474844696531
"192","reading",2,12,278,131.854465225869,26500,20740.9249906234,4.81,0.83100942634044
"193","reading",2,13,230,64.7324162555803,215000,291803.546781019,4.98,1.28643194256717
"194","reading",2,14,294,176.779523701135,3560,4380.00616437922,4.04,0.46234006243601
"195","reading",2,15,227,43.8482230730809,117000,166680.003131049,5.17,0.828637435794449
"196","reading",2,16,189,23.3752005338992,8740,14024.0257475044,4.13,0.713797356864444
"197","reading",2,17,222,51.7102734565616,19200,43240.6562276754,4.2,0.826573535460584
"198","reading",2,18,248,70.5053189482893,12900,15698.8299627711,4.48,0.636490376989315
"199","reading",2,19,180,67.3003219407852,894000,1514011.82665447,4.96,1.84561513813017
"200","reading",2,20,201,43.3584176481613,15600,8536.69667628276,4.77,0.409947731859981
"201","reading",2,21,218,33.2064250810994,790000,1547444.57948602,5.02,1.78301243218698
"202","reading",2,22,206,36.5764854204759,54400,74992.7438332727,4.95,0.867367733844352
"203","reading",2,23,221,68.8559573104815,37400,49299.9563850865,4.92,0.582343377676616
"204","reading",2,24,244,91.6147796872473,82600,134028.866615687,5.01,0.762644599872238
"205","reading",2,25,201,71.803178401596,68800,114013.414911125,4.65,1.19026707687213
"206","reading",2,26,253,56.5563351678576,8260,6590.33339354658,4.39,0.560429257249256
"207","reading",2,27,256,69.9064851545739,165000,328372.024667145,4.32,1.46171132580958
"208","reading",2,28,245,68.0490019520247,28000,11963.1651190923,5.05,0.397468177821763
"209","reading",2,29,242,129.262974848433,11000,11987.1871422504,4.24,0.938669270829721
"210","reading",2,30,245,73.6729015891965,98100,168433.299074939,4.79,1.06115503108641
"211","reading",2,31,220,72.1560808248342,8580,3528.85560219048,4.6,0.180416185526687
"212","reading",2,32,242,96.6059004409151,47900,51963.8160970369,4.96,0.795252580421256
"213","reading",2,33,210,60.5491535861568,68200,64871.5942820893,5.34,0.473106753280906
"214","reading",2,34,228,41.8473416121024,16600,12960.5070965607,4.78,0.416016826582772
"215","reading",2,35,210,89.0857265035576,24600,18561.0620780888,4.82,0.661815684310972
"216","reading",2,36,294,171.990019090256,24100,9722.93974749064,5.04,0.238519740622588
"217","reading",2,37,217,44.8553229840116,1710,1515.44323549251,3.81,0.337387018126069
"218","reading",2,38,263,50.4397330154182,54700,71302.012409188,4.86,0.913031580322755
"219","reading",2,39,264,91.4056891008432,7230,5311.01169217734,4.38,0.496538014657488
"220","reading",2,40,238,75.4262885206478,14800,13348.3066014008,4.61,0.585704703754375
"221","reading",2,41,229,80.5770852455378,16000,9530.16825489806,4.83,0.271102686572204
"222","reading",2,42,237,36.1980662466933,8480,4314.6842642307,4.49,0.503338852066876
"223","reading",2,43,257,80.6611076400162,5470,4215.84158476776,4.17,0.610244388983393
"224","reading",2,44,260,117.062779927885,162000,219601.241166802,5.19,0.963233847227372
"225","reading",2,45,303,113.130013701051,45600,49790.4522172675,5.1,0.527007273827095
"226","reading",2,46,249,78.5099326442809,11900,7947.67224681901,4.6,0.500414114223696
"227","reading",2,47,251,115.532943834696,32500,60390.0016020864,4.36,0.881518576094684
"228","reading",2,48,215,72.6461744806061,26400,58706.7024921346,4.36,0.753604670898476
"229","reading",2,49,344,100.336267952653,43100,65322.9722606578,5.04,0.487469657175364
"230","reading",2,50,239,84.5849812178205,185000,101455.588850257,5.91,0.211884964297229
"231","reading",2,51,261,68.9272563407733,5390,5015.66340244904,4.12,0.650407564531656
"232","reading",2,52,242,86.4152764272614,136000,185722.925564311,5.34,0.731585037208024
"233","reading",2,53,244,75.5400555996618,121000,164792.237608046,5.1,0.978910959519131
"234","reading",2,54,251,65.3627241957197,63100,135971.369550988,4.64,1.07217846773131
"235","reading",2,55,310,81.8478262794234,22600,22974.3490528023,4.68,0.763057446504958
"236","reading",2,56,188,65.0918764589897,84300,158082.615007078,5.08,0.743409135575521
"237","reading",2,57,292,53.1554324599095,10700,4936.152378118,4.69,0.201791972090071
"238","reading",2,58,248,69.7924218153887,28500,24269.2473292554,4.99,0.42352264233619
"239","reading",2,59,234,67.9911758980531,27300,24619.157759761,5.01,0.361206312237203
"240","reading",2,60,247,76.3887301585652,46300,57123.539201912,4.8,0.950453525829593
"241","reading",2,61,269,81.2028617839591,109000,173796.185380901,4.79,1.15808339201335
"242","reading",2,62,214,57.6350587750199,12100,21908.365861013,4.23,0.735166647774503
"243","reading",2,63,215,18.2522014327822,14000,11176.3115412316,4.71,0.387587163775853
"244","reading",2,64,244,42.9716961111226,30600,30017.6036596306,4.77,0.807673613947284
"245","reading",2,65,251,86.0968446963457,18700,12398.3025518281,4.89,0.270308465769511
"246","reading",2,66,229,96.0243024794592,51300,45394.5936810394,5.23,0.444045793434266
"247","reading",2,67,229,68.1850423480106,13000,11294.8948733488,4.51,0.681557040899733
"248","reading",2,68,246,99.7269605807109,66900,153151.608225858,4.53,0.947679622375973
"249","reading",2,69,182,19.3735214489605,266000,226412.395705271,5.5,1.40919303149001
"250","reading",2,70,197,49.3418589801707,22200,22224.0297790263,4.84,0.459663437952679
"251","reading",2,71,188,66.13017465575,26100,53262.083410246,4.32,0.868562030024339
"252","reading",2,72,202,31.202296923998,128000,216084.275142053,5.1,1.07723024465525
"253","reading",2,73,218,65.9325412827384,28300,47537.8490384241,4.65,0.766283237452053
"254","reading",2,74,175,43.1308087875322,11500,13817.5956084986,4.56,0.422705571290467
"255","reading",2,75,222,49.4534413073838,25300,40721.5172497907,4.51,0.756981788797742
"256","reading",2,76,230,49.7111657477473,18700,9380.99774544265,4.87,0.401086025685264
"257","reading",2,77,254,78.3370921084003,97000,39298.3178367726,5.63,0.258224708345271
"258","reading",2,78,213,100.112317875855,24200,50810.8469437664,4.52,0.629308009982847
"259","reading",2,79,224,65.9949493016953,28200,14269.3615455166,5.11,0.189802528961023
"260","reading",2,80,256,61.0296571153652,3850,3935.07321889889,4.16,0.317220067821333
"261","reading",2,81,332,124.180111128957,2340,731.452459152336,4.05,0.122474487139159
"262","reading",2,82,264,53.4331357867007,8320,7992.78405605122,4.34,0.591562901699106
"263","reading",2,83,226,48.9598474943159,21900,25609.5630315448,4.46,1.03698441004032
"264","reading",2,84,286,139.004556280241,16500,11398.2016944195,4.81,0.340509422287646
"265","reading",2,85,207,62.0499798549524,9740,8337.75921336183,4.26,1.03851817509372
"266","reading",2,86,177,61.5113229994516,59600,61274.3377809993,5.16,0.635632418484592
"267","reading",2,87,207,88.4148994482516,57100,58877.6200664942,4.9,1.10759875406214
"268","reading",2,88,223,64.6864230989265,29500,27750.1510909658,4.84,0.704975514603505
"269","reading",2,89,219,117.738269054713,44100,48656.0800753616,5.06,0.609343909463285
"270","reading",2,90,202,45.3173991604402,31000,15059.3095680601,5.12,0.321662348848395
"271","reading",2,91,249,85.3587201820125,6650,8428.12505510238,4.02,0.913807662719264
"272","reading",2,92,195,44.3192960232899,149000,138372.035893095,5.65,0.572258682765059
"273","reading",2,93,193,51.8382098456341,56700,94407.7867445265,5.03,0.657249318498442
"274","reading",2,94,209,38.6695401231167,193000,210518.286649878,5.49,0.904359810399968
"275","reading",2,95,216,33.9042770163294,12900,10019.6710608017,4.69,0.356169435334739
"276","reading",2,96,187,39.9906239011096,74400,84314.4794856995,4.74,1.28959726702219
"277","reading",2,97,232,51.6677227234622,17500,11829.507047301,4.77,0.474431991212349
"278","reading",2,98,248,52.5639293305463,158000,227285.661763928,5.2,0.938544973172126
"279","reading",2,99,255,80.457915648345,18200,10210.357484064,4.79,0.58406212976752
"280","reading",2,100,274,130.395935519479,48400,59478.1628230059,4.86,0.885633483257418
"281","reading",2,101,236,45.5430199554956,70900,81448.0381609445,5.24,0.585855499817717
"282","reading",2,102,183,61.6619818040257,234000,305020.906141694,5.05,1.61328236834102
"283","reading",2,103,214,92.5368395109033,10300,21755.9690016326,4.02,0.770465227422151
"284","reading",2,104,245,61.1740685802953,74700,98705.1737862138,5.1,0.750646388121598
"285","reading",2,105,246,87.8521485223896,51900,49922.9109304202,5.23,0.448002976180591
"286","reading",2,106,200,33.7742505468293,39300,76129.6296010955,4.69,0.732168013505097
"287","reading",2,107,240,78.3649581552027,40800,59749.2896540759,5.07,0.42190046219458
"288","reading",2,108,330,148.768276188171,18100,28934.7463925295,4.27,0.9262055207494
"289","reading",2,109,242,59.3291865859661,97400,160548.447759992,4.7,1.08441996784764
"290","reading",2,110,227,74.3722938683358,9940,11226.7175056817,4.29,0.753468171666385
"291","reading",2,111,240,96.0950917928,232000,228139.017301659,5.7,0.69929726630859
"292","reading",2,112,221,35.4325650590903,114000,169390.157251733,4.95,0.997951234613529
"293","reading",2,113,399,185.552418469822,5410,3905.28887535865,4.28,0.443700349334999
"294","reading",2,114,289,92.307457264658,24500,50847.0128434306,4.38,0.817567530340257
"295","reading",2,115,197,49.7192115786242,43300,26722.2514171243,5.27,0.260768096208106
"296","reading",2,116,252,93.9414711402797,18400,7703.32310110383,4.91,0.290568408468643
"297","reading",2,117,261,122.139191674324,137000,131783.491797762,5.53,0.653112055579176
"298","reading",2,118,327,226.54855991597,52400,53330.3088770041,5.18,0.598017558270658
"299","reading",2,119,286,125.453178516927,139000,176574.930091166,4.83,1.49948991327051
"300","reading",2,120,230,84.9305598709911,9170,5836.84174018792,4.6,0.246393993433282
"301","reading",2,121,262,101.309638520443,5720,5774.93120398107,4.11,0.680817523276245
"302","reading",2,122,203,70.6778405361761,25000,52338.2694532131,4.48,0.742101263787016
"303","reading",2,123,213,34.1160484509089,4130,2926.35926902842,4.19,0.398150486027343
"304","reading",2,124,231,70.2961846150171,83800,153432.161161118,4.29,1.19750633759134
"305","reading",2,125,227,70.0085709038543,19200,15018.3360196794,4.83,0.432978059490316
"306","reading",2,126,199,28.231680392385,4120,4160.17316680181,4.13,0.413988056725204
"307","reading",2,127,222,89.6286784461313,18200,22014.3942523977,4.32,1.04311073237696
"308","reading",2,128,242,82.5853094280898,59400,22104.432406194,5.45,0.150111069989303
"309","reading",2,129,192,75.1389823371775,43300,26930.9892484476,5.01,0.90652449865774
"310","reading",2,130,286,58.4551109827019,14300,8692.04971511323,4.8,0.236836793312751
"311","reading",2,131,195,64.845328796041,9790,9598.02844338357,4.39,0.668748831774681
"312","reading",2,132,252,137.527694180724,64400,86200.3596939518,4.97,0.837416662520317
"313","reading",2,133,320,52,2080000,1792105.05051917,6.3,1.5472987214282
"314","reading",2,134,229,58.7901838259221,6180,1375.91888776711,4.48,0.106360236930913
"315","reading",2,135,283,136.357862504025,22100,10282.23974466,4.89,0.552147323335599
"316","reading",2,136,239,47.4763098818769,351000,695581.268621935,5.06,1.35774813570117
"317","reading",2,137,246,66.3980152457242,3180,4261.34702881612,3.51,1.0757422686552
"318","reading",2,138,199,38.0810539069846,1040000,1605636.92271173,4.77,1.92358692724469
"319","reading",2,139,244,83.077072649438,33200,36742.8244015073,4.91,0.604086086580381
"320","reading",2,140,194,63.6660558434922,7330,5312.33694024265,4.45,0.355551215251287
"321","reading",2,141,253,49.1026136439464,3170,1905.92001406145,4.09,0.390589298368504
"322","reading",2,142,239,64.7664761166719,9030,10600.1899570244,4.17,0.826540769023007
"323","reading",2,143,287,111.882751128134,22900,21898.212495544,4.48,0.976764784604996
"324","reading",2,144,260,88.8047617770901,19900,12595.4813602509,4.92,0.29086079144498
"325","reading",2,145,207,43.3151243793666,17900,13027.2261168677,4.78,0.481995850604546
"326","reading",2,146,224,37.2258870500982,65900,130580.169950494,5.02,0.596109609607719
"327","reading",2,147,242,53.9550077114521,10800,4956.09956566269,4.68,0.244296852990276
